Name,Age,Gender,Email,Phone No.,Programming_Skills,Coding_Skills_Years,Job_Experience_NumCompanies,Previous_Salary,Desired_Salary,Projects,Internships,Education,Gap_Years,Shortlisting_class
Vivaan Oak,29,Male,vivaan.oak60@gmail.com,7346040651,3,1,1,690824,1184035,0,1,M.Tech,0,Rejected
Nidhi Prakash,32,Female,nidhi.prakash19@outlook.com,9263478607,3,1,0,650443,851149,4,0,Diploma,1,Rejected
Onveer Sanghvi,47,Male,onveer.sanghvi94@outlook.com,9515239294,3,0,1,452737,747820,2,1,MBA,2,Rejected
Amaira Kaul,33,Female,amaira.kaul6@gmail.com,6762748714,2,1,0,446709,588002,3,0,MBA,0,Rejected
Brinda Kala,49,Female,brinda.kala2@gmail.com,8103144271,9,15,5,1407414,1893884,12,2,BSc Computer Science,0,Shortlisted
Chakradev Dasgupta,54,Male,chakradev.dasgupta97@yahoo.com,8345238045,4,7,2,3147190,3751696,16,4,M.Tech,0,Shortlisted
Charan Majumdar,29,Male,charan.majumdar80@gmail.com,9224124798,3,3,1,239496,302167,3,1,BCA,1,Rejected
Ekalinga Shukla,22,Male,ekalinga.shukla52@gmail.com,7800013781,4,5,5,4325307,4786030,14,2,M.Tech,0,Shortlisted
Neelima Hora,23,Female,neelima.hora6@outlook.com,9107166403,3,2,2,842779,1376826,2,0,Diploma,0,Rejected
Dhriti Parekh,40,Female,dhriti.parekh41@outlook.com,6995814979,4,10,5,2144452,2871135,5,5,B.E.,0,Rejected
Anamika Saraf,30,Female,anamika.saraf6@gmail.com,9212477681,8,13,4,1702735,2248239,13,3,B.E.,0,Shortlisted
Bhavani Bali,45,Female,bhavani.bali23@gmail.com,7201428816,7,9,3,2807488,3441620,11,4,MCA,0,Shortlisted
Varenya Kade,34,Female,varenya.kade9@gmail.com,9772155084,1,3,2,945604,1165252,1,1,B.E.,3,Rejected
Harita Mand,42,Female,harita.mand19@outlook.com,7408215831,10,12,3,3937929,4744289,5,3,B.E.,0,Shortlisted
William Subramanian,41,Male,william.subramanian42@gmail.com,6831772562,0,2,0,564542,986267,2,0,Diploma,3,Rejected
Anusha Hayre,31,Female,anusha.hayre68@gmail.com,6434537792,6,14,5,970916,1356284,16,3,MCA,0,Shortlisted
Gaurangi Varty,42,Female,gaurangi.varty9@outlook.com,7441246995,1,3,1,157247,248465,3,1,BCA,1,Rejected
Meera Palan,49,Female,meera.palan75@outlook.com,6921903727,0,0,0,937310,1186773,0,1,BSc Computer Science,1,Rejected
Raksha Bajwa,36,Female,raksha.bajwa80@yahoo.com,6698855304,5,9,4,3641835,4520880,16,2,M.Tech,0,Shortlisted
Gayathri Rai,29,Female,gayathri.rai43@gmail.com,7192037439,5,10,3,4102716,4909248,13,5,M.Tech,0,Shortlisted
Harinakshi Srinivas,52,Female,harinakshi.srinivas53@outlook.com,6109170161,6,7,5,3403596,4690750,20,2,M.Tech,0,Shortlisted
Thomas Pillay,22,Male,thomas.pillay77@yahoo.com,8648907630,2,0,1,94353,168752,4,0,MCA,3,Rejected
Naksh Loke,33,Male,naksh.loke90@yahoo.com,7137589983,2,2,2,450522,752794,2,1,M.Tech,2,Rejected
Tanvi Malhotra,49,Female,tanvi.malhotra21@outlook.com,9866552032,0,2,0,996551,1761043,1,1,MCA,3,Rejected
Leena Chhabra,48,Female,leena.chhabra63@gmail.com,8534844272,9,5,3,1825152,2487840,10,2,B.E.,0,Shortlisted
Brijesh Karan,27,Male,brijesh.karan57@gmail.com,6554808369,3,2,1,286118,408409,4,0,MSc,3,Rejected
Xavier Kapadia,37,Male,xavier.kapadia80@yahoo.com,8980651328,8,11,2,2588676,3294398,17,4,BSc Computer Science,0,Shortlisted
Benjamin Rattan,36,Male,benjamin.rattan42@yahoo.com,6450617604,9,15,4,1408355,1693333,13,3,B.E.,1,Shortlisted
Charita Vig,49,Female,charita.vig87@yahoo.com,7250734185,1,2,2,998385,1569081,3,1,BSc Computer Science,1,Rejected
Nihal Mani,41,Male,nihal.mani80@outlook.com,9382173863,10,12,3,1048795,1394111,16,1,M.Tech,0,Shortlisted
Gopal Saxena,27,Male,gopal.saxena65@gmail.com,7840185284,6,15,4,3608906,4906354,17,2,B.E.,0,Shortlisted
Andrew Bhat,37,Male,andrew.bhat45@gmail.com,6983323558,8,7,3,3974442,5168249,17,4,M.Tech,0,Shortlisted
Harsh Sarin,41,Male,harsh.sarin98@outlook.com,7508945495,3,4,5,4212181,5249725,10,4,M.Tech,0,Shortlisted
Vamakshi Bhasin,36,Female,vamakshi.bhasin2@outlook.com,6545603056,1,0,2,671183,1121457,3,1,BCA,1,Rejected
Falan Pillay,46,Male,falan.pillay49@outlook.com,7696425653,6,10,4,872556,1104413,12,4,M.Tech,0,Shortlisted
Jason Solanki,35,Male,jason.solanki16@outlook.com,9389296590,5,11,2,4478331,5564898,7,5,B.E.,0,Shortlisted
Parth Sagar,26,Male,parth.sagar39@gmail.com,6153784525,5,7,5,3764514,4464087,13,4,BSc Computer Science,0,Shortlisted
Oeshi Grewal,22,Female,oeshi.grewal11@outlook.com,6513290879,3,2,0,184173,236467,3,1,MCA,0,Rejected
Saksham Pillai,38,Male,saksham.pillai26@outlook.com,9490123105,3,3,1,523995,979005,0,0,BSc Computer Science,2,Rejected
Rishi Batta,39,Male,rishi.batta68@yahoo.com,7109374761,0,3,1,623059,765305,3,0,MCA,0,Shortlisted
Ekiya Dhaliwal,32,Female,ekiya.dhaliwal16@outlook.com,7781661140,3,1,0,885098,1124903,0,0,Diploma,0,Rejected
Leela Thakur,36,Female,leela.thakur17@outlook.com,8874162152,0,2,2,418148,688680,1,1,Diploma,1,Rejected
Avi Peri,34,Male,avi.peri43@gmail.com,9852988541,2,0,2,583820,1010110,0,0,B.E.,0,Rejected
Pavani Garde,40,Female,pavani.garde20@yahoo.com,6822346814,6,6,3,2144458,2436061,10,2,M.Tech,0,Shortlisted
Mugdha Saran,51,Female,mugdha.saran47@gmail.com,7242440019,8,9,5,3295320,3945368,9,4,M.Tech,0,Shortlisted
Amara Shroff,32,Female,amara.shroff61@yahoo.com,6872511331,0,0,2,552546,773040,1,1,BCA,2,Rejected
Ronith Sant,36,Male,ronith.sant71@outlook.com,8975178306,3,0,2,208499,277525,0,0,MSc,3,Rejected
Hredhaan Savant,41,Male,hredhaan.savant89@outlook.com,7492812496,3,3,2,979003,1789514,4,0,BCA,0,Rejected
Kiaan Murty,31,Male,kiaan.murty92@gmail.com,9161443461,6,12,2,1639397,1815974,10,3,B.E.,0,Shortlisted
Abhiram Krishna,43,Male,abhiram.krishna77@yahoo.com,9827925051,3,1,1,699536,1317432,4,1,M.Tech,2,Rejected
Daksh Bose,32,Male,daksh.bose15@outlook.com,9842318465,6,6,2,1664265,2131431,5,2,BSc Computer Science,0,Shortlisted
Alexander Bhakta,21,Male,alexander.bhakta85@outlook.com,7685069744,8,14,5,974213,1293891,5,2,M.Tech,0,Shortlisted
Balhaar Goswami,50,Male,balhaar.goswami69@yahoo.com,7986693880,2,1,0,679639,1025812,1,1,MBA,0,Shortlisted
Naksh Kalla,43,Male,naksh.kalla55@gmail.com,8767791833,3,3,0,618451,1159388,2,1,B.E.,2,Rejected
Ikbal Nayar,51,Male,ikbal.nayar56@outlook.com,8288375682,9,15,2,2880718,3817186,20,2,B.E.,0,Shortlisted
Pranav Gala,33,Male,pranav.gala74@gmail.com,7706888549,10,12,5,2021314,2816656,17,5,B.E.,0,Rejected
Bhanumati Bawa,39,Female,bhanumati.bawa38@yahoo.com,9752791492,1,0,0,938222,1481037,1,1,BSc Computer Science,1,Rejected
Kala Kapur,28,Female,kala.kapur82@outlook.com,7229895151,5,6,3,1542965,1709936,15,4,M.Tech,0,Shortlisted
Chaaya Pau,33,Female,chaaya.pau83@yahoo.com,9774064262,4,9,5,3799558,4507275,16,1,B.E.,0,Shortlisted
Widisha Chauhan,35,Female,widisha.chauhan78@gmail.com,9127410136,2,1,2,448866,544916,0,0,MBA,1,Shortlisted
Chandresh Pau,43,Male,chandresh.pau65@gmail.com,6485408573,7,9,2,4372591,4987168,19,1,M.Tech,0,Rejected
Mohammed Thaker,43,Male,mohammed.thaker28@yahoo.com,7471840505,3,2,0,338642,423550,2,1,MCA,2,Rejected
Osha Mann,48,Female,osha.mann97@yahoo.com,9301302792,5,14,4,4141627,5516128,5,1,B.E.,0,Shortlisted
Laksh Bandi,41,Male,laksh.bandi15@yahoo.com,7974418905,1,3,0,404466,646619,1,1,MCA,0,Rejected
Ayaan Thaman,53,Male,ayaan.thaman46@outlook.com,9662922483,0,2,1,876143,1635308,0,0,Diploma,1,Rejected
Falguni Pandey,30,Female,falguni.pandey79@yahoo.com,6770679839,1,3,1,101867,193057,2,1,MBA,0,Rejected
Rudra Balan,39,Male,rudra.balan68@outlook.com,8883932453,2,0,2,879829,1411717,0,1,B.E.,1,Rejected
Sai Ratti,23,Male,sai.ratti10@yahoo.com,6893389870,5,14,3,3102998,3699797,20,1,M.Tech,1,Shortlisted
Ayush Rattan,24,Male,ayush.rattan66@outlook.com,9760481274,3,11,4,2597451,3542876,20,4,B.E.,0,Shortlisted
Farhan Tara,42,Male,farhan.tara25@outlook.com,7322978166,8,10,2,3137333,3538922,17,5,BSc Computer Science,0,Shortlisted
Anthony Jain,23,Male,anthony.jain55@outlook.com,7416032349,10,11,2,1936670,2228033,17,4,MCA,0,Shortlisted
Isaiah Pant,47,Male,isaiah.pant92@outlook.com,8746756029,5,14,2,3151287,3971925,12,1,B.E.,0,Shortlisted
Nidra Rattan,46,Female,nidra.rattan66@gmail.com,7786237970,2,0,0,961277,1483807,4,1,B.E.,3,Rejected
Maanav Oommen,54,Male,maanav.oommen89@yahoo.com,8911105995,0,1,1,73404,134982,4,0,B.E.,0,Rejected
Vasudha Shere,49,Female,vasudha.shere90@outlook.com,7740016735,3,1,2,640204,1186600,3,0,Diploma,3,Rejected
Manbir Garde,43,Male,manbir.garde56@yahoo.com,9338355988,2,3,1,333939,488418,1,1,MBA,1,Rejected
Balvan Manda,27,Male,balvan.manda65@outlook.com,8338862664,0,2,0,412487,514336,3,0,BCA,1,Rejected
Jeremiah Rajagopalan,41,Male,jeremiah.rajagopalan78@yahoo.com,9170210364,2,2,2,801849,1027210,2,1,MCA,1,Rejected
Ria Dixit,46,Female,ria.dixit36@gmail.com,6592885368,1,1,1,361930,587355,1,0,B.E.,2,Rejected
Hardik Dhaliwal,38,Male,hardik.dhaliwal50@gmail.com,9768344078,0,2,0,448330,702368,1,1,M.Tech,0,Rejected
Balvan Savant,54,Male,balvan.savant17@yahoo.com,8214265164,8,9,3,1698936,1960626,12,3,M.Tech,0,Shortlisted
Ishita Narayanan,23,Female,ishita.narayanan89@yahoo.com,6828779822,6,8,4,1567289,1982611,7,3,BSc Computer Science,0,Shortlisted
Shivani Bhat,40,Female,shivani.bhat25@yahoo.com,6394132350,7,4,2,4066749,4660950,16,1,B.E.,0,Shortlisted
Fitan Magar,41,Male,fitan.magar60@outlook.com,7781649450,1,0,1,897594,1306912,3,1,BCA,1,Rejected
Yatin Swaminathan,39,Male,yatin.swaminathan29@outlook.com,8822424335,3,7,4,933767,1078616,11,2,B.E.,0,Shortlisted
Jack Sarkar,21,Male,jack.sarkar49@yahoo.com,7936646617,3,5,5,4246874,5470906,19,2,M.Tech,1,Shortlisted
Dakshesh Chaudhuri,51,Male,dakshesh.chaudhuri98@outlook.com,9199525474,1,3,1,145694,248290,0,1,MSc,4,Rejected
Jeet Jha,49,Male,jeet.jha20@gmail.com,7667316288,2,3,2,801312,1126449,1,0,MSc,2,Rejected
Noah Char,27,Male,noah.char26@yahoo.com,6230267600,1,3,0,353169,641419,0,0,BSc Computer Science,1,Rejected
Jeevika Patla,53,Female,jeevika.patla75@outlook.com,7939669249,3,11,4,4202093,5784643,20,3,BSc Computer Science,0,Shortlisted
Manan Talwar,48,Male,manan.talwar48@outlook.com,8975297215,8,9,2,903827,1121160,7,5,B.E.,0,Shortlisted
Azad Balasubramanian,40,Male,azad.balasubramanian4@gmail.com,8361881744,3,8,2,2970042,3873479,16,5,MCA,0,Shortlisted
Riya Kari,49,Female,riya.kari9@gmail.com,8454704754,9,7,4,3277425,3750814,15,1,B.E.,0,Shortlisted
Arin Keer,37,Male,arin.keer4@outlook.com,8495607703,4,14,5,3952914,4667757,15,4,BSc Computer Science,0,Shortlisted
Ayushman Pant,34,Male,ayushman.pant1@outlook.com,8267232439,9,10,3,2297511,3189451,14,5,B.E.,0,Shortlisted
Vinaya Wason,31,Female,vinaya.wason19@yahoo.com,6923588329,8,5,4,1364332,1779413,12,2,M.Tech,0,Shortlisted
Nathan Bal,35,Male,nathan.bal53@outlook.com,7155674568,2,3,0,371748,551663,0,0,B.E.,3,Rejected
Vasatika Srinivas,39,Female,vasatika.srinivas12@gmail.com,6214511062,0,1,0,741165,1297957,2,1,BCA,0,Rejected
Vincent Natt,30,Male,vincent.natt44@yahoo.com,8562403193,3,2,2,430696,536150,1,0,MCA,3,Rejected
Abha Sarma,37,Female,abha.sarma54@gmail.com,6471400455,7,6,4,1160230,1361261,14,4,B.E.,0,Shortlisted
Shaurya Pillai,44,Male,shaurya.pillai88@gmail.com,8693352388,0,1,0,189425,233295,1,0,M.Tech,1,Rejected
Anjali Ramesh,34,Female,anjali.ramesh79@outlook.com,6538038047,9,4,2,3760634,4210424,5,5,M.Tech,1,Shortlisted
Suhani Tata,27,Female,suhani.tata41@yahoo.com,6632569510,3,1,0,891457,1778203,1,1,MCA,0,Rejected
Gaurika Sant,46,Female,gaurika.sant64@yahoo.com,9596123762,3,11,4,4179086,5382774,10,4,B.E.,0,Shortlisted
Jeet Prabhu,49,Male,jeet.prabhu51@gmail.com,6994467569,3,2,1,248454,399908,2,0,M.Tech,2,Rejected
Parth Natarajan,22,Male,parth.natarajan13@outlook.com,7160588686,4,4,4,2615803,3186081,6,4,B.E.,0,Shortlisted
Rudra Peri,27,Male,rudra.peri73@yahoo.com,8297092955,0,0,2,501643,888966,2,1,M.Tech,3,Rejected
Warda Swaminathan,54,Female,warda.swaminathan85@outlook.com,9704554759,0,1,1,885037,1568312,3,1,B.E.,0,Rejected
Hemangini Mukhopadhyay,21,Female,hemangini.mukhopadhyay14@yahoo.com,9644247164,3,0,0,554346,1011446,1,0,B.E.,0,Shortlisted
Qabil Khosla,32,Male,qabil.khosla28@yahoo.com,6124056093,5,4,5,1378420,1825250,6,5,BSc Computer Science,0,Shortlisted
Gopal Deshmukh,51,Male,gopal.deshmukh76@outlook.com,9203694324,10,5,2,3511869,4390477,6,4,BSc Computer Science,0,Shortlisted
Yachana Yohannan,30,Female,yachana.yohannan39@gmail.com,8264456583,2,3,1,672806,842422,3,1,BSc Computer Science,1,Rejected
Kashvi Sawhney,22,Female,kashvi.sawhney22@gmail.com,7389579512,1,3,0,192809,278429,3,0,BCA,3,Shortlisted
Urvashi Goyal,25,Female,urvashi.goyal88@yahoo.com,8775930053,3,5,2,2757037,3489514,6,3,B.E.,0,Shortlisted
Raksha Kapadia,34,Female,raksha.kapadia12@outlook.com,6159975502,0,3,0,543881,658076,4,1,B.E.,0,Rejected
Joshua Wable,28,Male,joshua.wable78@outlook.com,9772465288,0,1,1,224737,369011,3,1,MBA,2,Rejected
Ekbal Kuruvilla,33,Male,ekbal.kuruvilla98@outlook.com,8750890275,9,8,2,1967530,2203081,13,4,MCA,0,Rejected
Inaya Chacko,24,Female,inaya.chacko6@outlook.com,9849273473,3,14,2,4262097,5918442,13,1,M.Tech,0,Shortlisted
Vedika Ranganathan,37,Female,vedika.ranganathan64@outlook.com,8973162744,3,12,3,4362865,5310670,5,5,B.E.,1,Shortlisted
Aadhya Balay,46,Female,aadhya.balay82@gmail.com,8600420703,7,5,4,1539530,2036356,19,5,BSc Computer Science,0,Shortlisted
Onveer Randhawa,21,Male,onveer.randhawa58@outlook.com,6345398727,8,4,4,4161625,4937855,17,2,BSc Computer Science,0,Shortlisted
Shivani Nazareth,48,Female,shivani.nazareth21@yahoo.com,8217991326,0,2,1,689040,1295946,2,1,BCA,1,Rejected
Balveer Grover,53,Male,balveer.grover61@outlook.com,9443273142,2,3,1,589302,829443,3,1,BSc Computer Science,4,Rejected
Akshay Rattan,49,Male,akshay.rattan3@gmail.com,7244656033,9,6,5,2041025,2330925,17,4,B.E.,1,Shortlisted
Nikita Khatri,28,Female,nikita.khatri57@gmail.com,9998631144,0,1,0,224444,360302,1,1,M.Tech,0,Rejected
Robert Nayak,33,Male,robert.nayak11@outlook.com,6785507032,0,0,2,956452,1791224,2,1,Diploma,3,Rejected
David Mukherjee,35,Male,david.mukherjee50@gmail.com,7544345641,10,5,3,805179,986132,12,4,B.E.,0,Shortlisted
Chameli Jani,34,Female,chameli.jani93@gmail.com,6445947991,0,3,0,513066,968423,1,0,MSc,2,Rejected
Wazir Kohli,34,Male,wazir.kohli88@yahoo.com,9639214454,6,15,2,2047134,2650868,5,1,B.E.,0,Shortlisted
Shaurya Mitter,41,Male,shaurya.mitter56@yahoo.com,7325596559,8,4,5,1083869,1486594,19,2,M.Tech,0,Shortlisted
Bhavya Suri,48,Female,bhavya.suri68@outlook.com,8789823389,0,1,0,875613,1088773,0,1,MBA,0,Rejected
Guneet Sule,23,Male,guneet.sule24@yahoo.com,6313310022,10,5,4,1047189,1217834,15,2,B.E.,0,Shortlisted
Qabil Bajaj,22,Male,qabil.bajaj98@yahoo.com,7240870512,10,11,4,2571364,3491043,8,5,BSc Computer Science,0,Shortlisted
Chaitaly Malhotra,35,Female,chaitaly.malhotra82@gmail.com,8749227841,0,0,0,90922,177008,1,0,MSc,2,Rejected
Jagrati Amble,45,Female,jagrati.amble65@gmail.com,6686271217,3,3,2,112683,136190,1,0,MBA,3,Rejected
Ishanvi Ratti,38,Female,ishanvi.ratti77@yahoo.com,8262960064,7,10,5,2690032,3249477,5,2,B.E.,0,Shortlisted
Zilmil Savant,52,Female,zilmil.savant67@outlook.com,7373516704,2,1,1,377657,740243,1,0,BSc Computer Science,1,Rejected
Ishanvi Gara,53,Female,ishanvi.gara97@gmail.com,9791181565,5,5,3,3899593,4816410,5,2,M.Tech,0,Shortlisted
Nimrat Pandya,34,Female,nimrat.pandya31@gmail.com,9116391546,3,9,5,4413470,5467684,12,1,B.E.,0,Shortlisted
Aarnav Saxena,38,Male,aarnav.saxena15@gmail.com,8450604859,10,4,4,1983744,2603297,6,3,M.Tech,0,Shortlisted
Umang Keer,47,Male,umang.keer78@gmail.com,7390046645,4,11,3,4422096,5422698,19,5,BSc Computer Science,0,Shortlisted
Vihaan Morar,46,Male,vihaan.morar22@yahoo.com,8539025314,4,11,4,3022878,3897788,17,3,M.Tech,0,Shortlisted
Meera Chawla,31,Female,meera.chawla87@outlook.com,8780455755,4,5,5,3363792,3801939,10,1,M.Tech,0,Shortlisted
Vrinda Madan,34,Female,vrinda.madan15@gmail.com,6426244331,10,7,2,2648804,3281321,11,5,M.Tech,0,Shortlisted
Wakeeta Saraf,53,Female,wakeeta.saraf48@yahoo.com,9441856738,10,12,5,2085214,2599808,17,1,BSc Computer Science,0,Shortlisted
Fitan Sur,39,Male,fitan.sur33@outlook.com,9119379374,4,7,2,4391035,5207005,7,5,BSc Computer Science,0,Shortlisted
Vasudha Chanda,33,Female,vasudha.chanda8@outlook.com,7233955507,3,2,1,850348,1407199,4,1,BSc Computer Science,4,Rejected
Bhavna Bhatti,32,Female,bhavna.bhatti47@outlook.com,6630692376,4,4,3,3920686,4395346,6,4,BSc Computer Science,0,Shortlisted
Mason Kala,51,Male,mason.kala80@yahoo.com,7676793255,1,0,1,578157,1140895,2,0,Diploma,2,Rejected
Adweta Varkey,52,Female,adweta.varkey44@yahoo.com,7888061612,7,4,4,4155772,5498967,5,2,B.E.,0,Shortlisted
Zehaan Dyal,33,Male,zehaan.dyal51@yahoo.com,6738777438,7,15,3,4497876,5624680,16,2,B.E.,0,Shortlisted
Logan Hans,47,Male,logan.hans6@yahoo.com,8709705651,3,11,3,1244236,1666125,13,1,B.E.,0,Shortlisted
Mugdha Lal,38,Female,mugdha.lal9@gmail.com,9584617840,3,4,3,1198663,1320918,5,2,B.E.,0,Shortlisted
Sara Thakur,35,Female,sara.thakur5@yahoo.com,8667119867,10,9,4,3351882,3849472,17,2,B.E.,1,Shortlisted
Atharv Koshy,24,Male,atharv.koshy91@gmail.com,8933736414,4,5,2,4054786,4656767,5,5,B.E.,0,Shortlisted
Agastya Chahal,26,Male,agastya.chahal81@outlook.com,6930291704,6,11,5,4358716,5226299,9,5,BSc Computer Science,0,Shortlisted
Shaurya Jhaveri,39,Male,shaurya.jhaveri4@outlook.com,9652336709,1,2,0,943481,1157319,2,1,MSc,1,Rejected
Bhavya Gopal,54,Female,bhavya.gopal42@yahoo.com,7556394219,2,3,2,796056,971170,1,1,Diploma,2,Rejected
Andrew Padmanabhan,36,Male,andrew.padmanabhan38@gmail.com,9954314846,5,9,2,991369,1370550,16,1,B.E.,0,Shortlisted
Ishita Bhat,31,Female,ishita.bhat40@gmail.com,9132564510,0,1,0,792056,1577284,4,1,BCA,1,Rejected
Abhimanyu Bawa,21,Male,abhimanyu.bawa58@gmail.com,7662087393,0,0,0,459629,740959,3,0,B.E.,3,Rejected
Devansh Majumdar,45,Male,devansh.majumdar46@outlook.com,9443331281,3,1,1,77391,94930,0,0,BSc Computer Science,2,Rejected
Noah Krishnan,33,Male,noah.krishnan45@yahoo.com,8521952471,8,5,4,3722081,4586121,18,4,BSc Computer Science,0,Shortlisted
Gautami Prabhu,40,Female,gautami.prabhu3@gmail.com,7854571235,2,2,2,675581,1060019,3,0,MBA,2,Rejected
Gunbir Narain,26,Male,gunbir.narain60@outlook.com,9583944117,2,2,2,16396,26068,1,1,MCA,0,Rejected
Laban Reddy,34,Male,laban.reddy2@gmail.com,9710987941,0,3,1,75912,119316,0,0,MSc,0,Rejected
Garima Zachariah,32,Female,garima.zachariah89@outlook.com,6180320320,4,10,2,2326870,2743481,15,1,MCA,1,Shortlisted
Hemangini Gupta,48,Female,hemangini.gupta27@gmail.com,7156647606,1,0,2,276422,533809,2,1,B.E.,1,Rejected
Anvi Iyer,21,Female,anvi.iyer6@yahoo.com,8338942802,3,0,0,55450,88420,1,1,BSc Computer Science,2,Rejected
Utkarsh Morar,21,Male,utkarsh.morar37@gmail.com,8723842604,4,6,4,1414432,1780256,18,4,B.E.,0,Shortlisted
Balhaar Sandal,48,Male,balhaar.sandal60@gmail.com,8902352690,10,6,3,3819365,4348972,17,2,B.E.,0,Shortlisted
Anjali Dasgupta,28,Female,anjali.dasgupta53@gmail.com,8505066686,0,0,1,248635,336396,3,0,M.Tech,0,Rejected
Riya Sastry,40,Female,riya.sastry69@outlook.com,6861920123,7,11,4,1669504,2159338,17,1,BSc Computer Science,1,Shortlisted
Advay Kumer,34,Male,advay.kumer25@gmail.com,9400352855,7,14,3,817474,1030205,10,5,BSc Computer Science,0,Shortlisted
Bhavika Magar,43,Female,bhavika.magar32@outlook.com,9360282998,9,10,2,4247836,5738655,6,1,M.Tech,0,Shortlisted
Ishaan Dora,42,Male,ishaan.dora15@outlook.com,6504547204,7,15,4,1662197,2256354,13,3,M.Tech,0,Shortlisted
Vincent Nadig,40,Male,vincent.nadig63@outlook.com,8215557113,7,7,4,3763668,4794305,14,5,M.Tech,0,Shortlisted
Nitara Mani,50,Female,nitara.mani41@outlook.com,6537015181,1,0,1,511586,910709,4,0,Diploma,2,Rejected
Girindra Viswanathan,23,Male,girindra.viswanathan92@gmail.com,9504317038,6,11,4,2956067,3599794,7,5,B.E.,0,Shortlisted
Ansh Suresh,53,Male,ansh.suresh62@gmail.com,9996905740,1,0,0,779762,1009599,2,0,BCA,1,Rejected
Dayamai Saraf,42,Female,dayamai.saraf91@gmail.com,6498700368,7,12,2,3986175,5287679,13,2,M.Tech,0,Shortlisted
Hemal Parikh,38,Female,hemal.parikh30@yahoo.com,9253363175,1,0,2,251866,372648,3,1,MSc,4,Rejected
Vedhika Mann,50,Female,vedhika.mann29@yahoo.com,6244345560,9,6,3,3726672,4500203,20,3,B.E.,0,Shortlisted
Aishani Kari,43,Female,aishani.kari99@yahoo.com,6424930311,2,0,1,169003,297368,0,0,MCA,3,Shortlisted
Ayush Ravi,22,Male,ayush.ravi44@yahoo.com,8384225600,6,14,4,3407004,4074314,20,5,M.Tech,0,Shortlisted
Hamsini Bali,54,Female,hamsini.bali5@yahoo.com,7454735623,3,1,2,7168,8828,2,1,Diploma,2,Rejected
Fitan Jain,46,Male,fitan.jain73@gmail.com,9532423977,0,1,0,390856,601352,4,0,M.Tech,2,Rejected
Yuvraj Arya,30,Male,yuvraj.arya30@gmail.com,8511996050,5,4,5,3724214,4283510,5,3,B.E.,0,Shortlisted
Forum Sarkar,44,Female,forum.sarkar50@gmail.com,9122004198,3,0,0,76783,133176,0,0,M.Tech,2,Rejected
Qasim Gour,44,Male,qasim.gour51@gmail.com,8698931890,9,14,4,1931617,2136979,15,5,BSc Computer Science,1,Rejected
Jhalak Dugar,40,Female,jhalak.dugar95@yahoo.com,9481123042,10,8,5,2023563,2632566,18,5,M.Tech,1,Shortlisted
Rachana Gupta,49,Female,rachana.gupta45@yahoo.com,6640300687,8,7,3,2402666,2954214,14,4,B.E.,0,Shortlisted
Xiti Sami,50,Female,xiti.sami65@gmail.com,7387914179,10,12,2,2779408,3835487,9,3,B.E.,0,Shortlisted
Wyatt Kapadia,32,Male,wyatt.kapadia21@outlook.com,6146055124,1,2,0,642089,1179790,1,1,MSc,0,Rejected
Panini Kumar,36,Female,panini.kumar17@gmail.com,9833538432,9,7,3,1297830,1721304,15,2,M.Tech,0,Shortlisted
Zayyan Basak,50,Male,zayyan.basak6@yahoo.com,6731536217,4,12,2,1335505,1784050,12,4,B.E.,0,Shortlisted
Inaya Rai,27,Female,inaya.rai48@gmail.com,7362857571,3,0,1,192184,268393,1,1,MBA,0,Rejected
Netra Gaba,28,Female,netra.gaba16@yahoo.com,7329537254,2,1,0,164976,215716,3,1,MBA,1,Rejected
Ansh Om,32,Male,ansh.om77@gmail.com,8784392978,4,9,4,1807510,2173831,13,3,MCA,0,Shortlisted
Harinakshi Chaudhry,33,Female,harinakshi.chaudhry99@outlook.com,6981445260,0,1,1,926798,1435573,1,0,BSc Computer Science,0,Rejected
Vansha Balasubramanian,40,Female,vansha.balasubramanian84@yahoo.com,6918878331,6,13,2,2624755,3639727,7,5,B.E.,0,Shortlisted
Daniel Natt,29,Male,daniel.natt76@yahoo.com,6192373324,5,12,2,3384409,4717247,9,1,M.Tech,0,Shortlisted
Rajeshri Hegde,25,Female,rajeshri.hegde27@outlook.com,8612363532,6,6,2,1224989,1533809,19,1,M.Tech,0,Shortlisted
Suhani Wable,25,Female,suhani.wable85@gmail.com,8302909399,7,5,3,932620,1049017,20,3,B.E.,0,Shortlisted
Pranit Kakar,53,Male,pranit.kakar26@yahoo.com,8231439047,3,0,1,107959,178281,0,1,BCA,3,Rejected
Advay Venkatesh,29,Male,advay.venkatesh1@outlook.com,9610333575,5,5,5,2164301,2506423,13,4,B.E.,0,Shortlisted
Urvashi Pathak,38,Female,urvashi.pathak19@gmail.com,7537493987,3,0,0,136093,209688,4,0,B.E.,0,Rejected
Ekanta Prabhakar,49,Female,ekanta.prabhakar9@gmail.com,8742908787,3,12,4,2612117,2986217,10,5,B.E.,0,Shortlisted
Tripti Bhatt,49,Female,tripti.bhatt91@yahoo.com,8153718649,8,5,3,2762976,3099087,11,4,B.E.,0,Shortlisted
Bhanumati Kar,54,Female,bhanumati.kar39@yahoo.com,7827284166,7,15,4,3432704,4802311,9,4,MCA,0,Shortlisted
Zashil Bhattacharyya,38,Male,zashil.bhattacharyya38@outlook.com,9156212441,1,0,1,259416,473031,1,1,BCA,0,Rejected
